...1,election,state,year,pollName,endDate,numberOfRespondents,democratic,republican,electionDate,startDate,someoneElse,undecided,refuseToAnswer,populationType,Mode,check,finalTwoPartyVSDemocratic,finalTwoPartyVSRepublican
11074,Sen,OH,2012,Wenzel Strategies (R-Citizens United),2012-10-31,242,45,50,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11075,Sen,OH,2012,JZ Analytics/Newsmax,2012-10-30,921,46,40,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,53.14534357,46.85465643
11076,Sen,OH,2012,The Ohio Poll/University of Cincinnati,2012-10-30,116,49,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11077,Sen,OH,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-29,27,50,43,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11078,Sen,OH,2012,SurveyUSA,2012-10-29,702,46,41,2012-11-06,NA,NA,NA,NA,LV,Mixed,NA,53.14534357,46.85465643
11079,Sen,OH,2012,Rasmussen,2012-10-28,847,50,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11080,Sen,OH,2012,Pharos Research Group,2012-10-28,862,50,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11081,Sen,OH,2012,PPP (D),2012-10-28,815,53,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11082,Sen,OH,2012,Quinnipiac/NYT/CBS,2012-10-28,110,51,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11083,Sen,OH,2012,Gravis Marketing,2012-10-27,827,48,47,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11084,Sen,OH,2012,Rasmussen,2012-10-23,847,48,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11085,Sen,OH,2012,Ohio Newspaper Organization/University of Cincinnati,2012-10-23,42,51,47,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11086,Sen,OH,2012,SurveyUSA,2012-10-22,708,43,42,2012-11-06,NA,NA,NA,NA,LV,Mixed,NA,53.14534357,46.85465643
11087,Sen,OH,2012,Pharos Research Group,2012-10-21,905,52,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11088,Sen,OH,2012,Suffolk,2012-10-21,699,46,39,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11089,Sen,OH,2012,Angus-Reid,2012-10-20,580,52,45,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,53.14534357,46.85465643
11090,Sen,OH,2012,PPP (D),2012-10-20,622,49,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11091,Sen,OH,2012,Quinnipiac/CBS,2012-10-20,354,51,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11092,Sen,OH,2012,Rasmussen,2012-10-17,847,49,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11093,Sen,OH,2012,POS (R-Mandel),2012-10-17,699,43,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11094,Sen,OH,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,27,47,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11095,Sen,OH,2012,SurveyUSA,2012-10-15,712,43,38,2012-11-06,NA,NA,NA,NA,LV,Mixed,NA,53.14534357,46.85465643
11096,Sen,OH,2012,PPP (D),2012-10-13,966,49,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11097,Sen,OH,2012,YouGov,2012-10-11,934,48,43,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,53.14534357,46.85465643
11098,Sen,OH,2012,Rasmussen,2012-10-10,600,47,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11099,Sen,OH,2012,NBC/WSJ/Marist,2012-10-09,1056,52,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11100,Sen,OH,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,27,48,43,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11101,Sen,OH,2012,SurveyUSA,2012-10-08,903,42,38,2012-11-06,NA,NA,NA,NA,LV,Mixed,NA,53.14534357,46.85465643
11102,Sen,OH,2012,Wenzel Strategies (R-Citizens United),2012-10-05,87,42,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11103,Sen,OH,2012,Rasmussen,2012-10-04,600,46,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11104,Sen,OH,2012,We Ask America,2012-10-04,187,46,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11105,Sen,OH,2012,NBC/WSJ/Marist,2012-10-01,1007,50,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11106,Sen,OH,2012,PPP (D),2012-09-30,980,49,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11107,Sen,OH,2012,Columbus Dispatch,2012-09-29,387,49,39,2012-11-06,NA,NA,NA,NA,LV,Mail,NA,53.14534357,46.85465643
11108,Sen,OH,2012,Quinnipiac/NYT/CBS,2012-09-24,157,50,40,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11109,Sen,OH,2012,Washington Post,2012-09-23,856,53,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11110,Sen,OH,2012,Gravis Marketing,2012-09-22,693,44,43,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11111,Sen,OH,2012,FOX,2012-09-18,36,47,40,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11112,Sen,OH,2012,Ohio Newspaper Organization/University of Cincinnati,2012-09-18,949,52,45,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11113,Sen,OH,2012,YouGov,2012-09-14,39,46,42,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,53.14534357,46.85465643
11114,Sen,OH,2012,Rasmussen,2012-09-12,600,49,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11115,Sen,OH,2012,NBC/WSJ/Marist,2012-09-11,1043,49,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11116,Sen,OH,2012,PPP (D),2012-09-09,87,48,40,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11117,Sen,OH,2012,Gravis Marketing,2012-09-08,354,47,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11118,Sen,OH,2012,Gravis Marketing,2012-09-02,285,44,44,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,53.14534357,46.85465643
11119,Sen,OH,2012,Gravis Marketing,2012-08-27,292,44,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11120,Sen,OH,2012,Columbus Dispatch,2012-08-25,407,44,44,2012-11-06,NA,NA,NA,NA,LV,Mail,NA,53.14534357,46.85465643
11121,Sen,OH,2012,Quinnipiac/NYT/CBS,2012-08-21,229,48,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11122,Sen,OH,2012,The Ohio Poll/University of Cincinnati,2012-08-21,897,48,47,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11123,Sen,OH,2012,Rasmussen,2012-08-13,600,44,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11124,Sen,OH,2012,PPP (D),2012-08-12,1031,47,37,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11125,Sen,OH,2012,Quinnipiac/NYT/CBS,2012-07-30,182,51,39,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,53.14534357,46.85465643
11126,Sen,OH,2012,Magellan (R-Opportunity Ohio),2012-07-24,696,45,38,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11127,Sen,OH,2012,Rasmussen,2012-07-18,600,46,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11128,Sen,OH,2012,Quinnipiac,2012-06-25,217,50,34,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11129,Sen,OH,2012,PPP (D),2012-06-24,772,46,39,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11130,Sen,OH,2012,Rasmussen,2012-05-29,600,47,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11131,Sen,OH,2012,NBC/Marist,2012-05-20,112,51,37,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11132,Sen,OH,2012,Quinnipiac,2012-05-07,85,46,40,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11133,Sen,OH,2012,PPP (D),2012-05-06,961,45,37,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11134,Sen,OH,2012,Rasmussen,2012-04-18,600,44,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11135,Sen,OH,2012,Rasmussen,2012-03-26,600,43,43,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11136,Sen,OH,2012,Quinnipiac,2012-03-26,224,46,36,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11137,Sen,OH,2012,NBC/Marist,2012-03-02,468,47,37,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11138,Sen,OH,2012,Quinnipiac,2012-02-12,302,48,35,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11139,Sen,OH,2012,Rasmussen,2012-02-08,600,44,40,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11140,Sen,OH,2012,PPP (D),2012-01-29,915,47,36,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11141,Sen,OH,2012,Quinnipiac,2012-01-16,373,47,32,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11142,Sen,OH,2012,PPP (D),2011-11-06,48,49,34,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11143,Sen,OH,2012,Quinnipiac,2011-10-23,389,49,34,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11144,Sen,OH,2012,PPP (D),2011-10-16,680,48,40,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11145,Sen,OH,2012,Quinnipiac,2011-09-25,248,49,36,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11146,Sen,OH,2012,PPP (D),2011-08-14,887,48,33,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11147,Sen,OH,2012,Quinnipiac,2011-07-18,385,49,34,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11148,Sen,OH,2012,PPP (D),2011-05-22,664,48,31,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11149,Sen,OH,2012,Quinnipiac,2011-05-16,283,45,31,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,53.14534357,46.85465643
11150,Sen,OH,2012,PPP (D),2011-03-13,658,48,32,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,53.14534357,46.85465643
11151,Sen,PA,2012,Angus-Reid,2012-11-04,543,53,46,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,54.63097704,45.36902296
11152,Sen,PA,2012,PPP (D),2012-11-03,885,52,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11153,Sen,PA,2012,YouGov,2012-11-03,239,50,42,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,54.63097704,45.36902296
11154,Sen,PA,2012,McLaughlin (R-Smith),2012-11-01,511,46,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11155,Sen,PA,2012,Susquehanna (R)/Pittsburgh Tribune-Review,2012-10-31,895,46,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11156,Sen,PA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,27,46,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11157,Sen,PA,2012,Franklin and Marshall College,2012-10-28,646,46,36,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11158,Sen,PA,2012,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-25,699,49,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11159,Sen,PA,2012,Rasmussen,2012-10-24,600,46,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11160,Sen,PA,2012,Harstad (D-DSCC),2012-10-24,905,52,40,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11161,Sen,PA,2012,Wenzel Strategies (R-Citizens United),2012-10-23,27,45,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11162,Sen,PA,2012,Pharos Research Group,2012-10-21,857,52,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11163,Sen,PA,2012,Muhlenberg,2012-10-21,549,45,37,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11164,Sen,PA,2012,Angus-Reid,2012-10-20,586,51,45,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,54.63097704,45.36902296
11165,Sen,PA,2012,GS Strategy Group (R-Fight for the Dream PAC),2012-10-18,600,44,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11166,Sen,PA,2012,Garin-Hart-Yang (D-Casey),2012-10-17,703,52,39,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11167,Sen,PA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,27,47,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11168,Sen,PA,2012,PPP (D),2012-10-14,600,50,39,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11169,Sen,PA,2012,Quinnipiac,2012-10-14,343,48,45,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11170,Sen,PA,2012,Muhlenberg,2012-10-14,545,41,39,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11171,Sen,PA,2012,Susquehanna (R - Republican State Committee of Pennsylvania),2012-10-13,282,46,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11172,Sen,PA,2012,YouGov,2012-10-11,1025,48,41,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,54.63097704,45.36902296
11173,Sen,PA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,27,44,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11174,Sen,PA,2012,McLaughlin (R-Smith),2012-10-08,699,46,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11175,Sen,PA,2012,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-08,699,48,38,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11176,Sen,PA,2012,Susquehanna (R),2012-10-06,822,46,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11177,Sen,PA,2012,Siena,2012-10-05,644,44,35,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11178,Sen,PA,2012,Muhlenberg,2012-09-26,535,44,36,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11179,Sen,PA,2012,Quinnipiac/NYT/CBS,2012-09-24,172,49,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11180,Sen,PA,2012,Franklin and Marshall College,2012-09-23,506,48,38,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11181,Sen,PA,2012,Susquehanna (R)/Tribune-Review,2012-09-20,895,46,41,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11182,Sen,PA,2012,Mercyhurst University,2012-09-20,621,31,21,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11183,Sen,PA,2012,Rasmussen,2012-09-19,600,49,42,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11184,Sen,PA,2012,Susquehanna (R-Republican State Committee of Pennsylvania),2012-09-17,895,45,42,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11185,Sen,PA,2012,Muhlenberg,2012-09-16,739,45,33,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11186,Sen,PA,2012,YouGov,2012-09-14,124,46,38,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,54.63097704,45.36902296
11187,Sen,PA,2012,Philadelphia Inquirer,2012-08-23,700,53,34,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11188,Sen,PA,2012,Muhlenberg,2012-08-22,532,49,30,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11189,Sen,PA,2012,Franklin and Marshall College,2012-08-12,780,43,28,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,54.63097704,45.36902296
11190,Sen,PA,2012,Quinnipiac/NYT/CBS,2012-07-30,162,55,37,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,54.63097704,45.36902296
11191,Sen,PA,2012,PPP (D),2012-07-23,855,46,36,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11192,Sen,PA,2012,Rasmussen,2012-07-18,600,49,38,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11193,Sen,PA,2012,We Ask America,2012-07-10,208,53,39,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11194,Sen,PA,2012,Quinnipiac,2012-06-25,228,49,32,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,54.63097704,45.36902296
11195,Sen,PA,2012,Quinnipiac,2012-06-10,1059,51,32,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,54.63097704,45.36902296
11196,Sen,PA,2012,Franklin and Marshall College,2012-06-04,524,42,21,2012-11-06,NA,NA,NA,NA,RV,Phone,NA,54.63097704,45.36902296
11197,Sen,PA,2012,Rasmussen,2012-05-21,600,47,41,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,54.63097704,45.36902296
11198,Sen,PA,2012,PPP (D),2012-05-20,770,49,33,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,54.63097704,45.36902296
11199,Sen,PA,2012,PPP (D),2012-03-11,788,49,31,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,54.63097704,45.36902296
11200,Sen,PA,2012,PPP (D),2011-11-20,600,48,32,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,54.63097704,45.36902296
11201,Sen,TX,2012,YouGov,2012-11-03,357,36,57,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,41.84545146,58.15454854
11202,Sen,TX,2012,U of Texas/Texas Tribune,2012-10-21,639,39,54,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,41.84545146,58.15454854
11203,Sen,TX,2012,YouGov,2012-10-11,1016,36,51,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,41.84545146,58.15454854
11204,Sen,TX,2012,Texas Lyceum,2012-09-26,548,24,50,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,41.84545146,58.15454854
11205,Sen,TX,2012,YouGov,2012-09-14,141,32,51,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,41.84545146,58.15454854
11206,Sen,TX,2012,Frederick Polls (D-Sadler),2012-09-09,799,32,49,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,41.84545146,58.15454854
11207,Sen,TX,2012,PPP (D),2012-04-22,690,34,44,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,41.84545146,58.15454854
11208,Sen,TX,2012,PPP (D),2012-01-15,799,31,41,2012-11-06,NA,NA,NA,NA,RV,Automated Phone,NA,41.84545146,58.15454854
11209,Sen,VA,2012,Ipsos/Reuters (Web),2012-11-05,923,48,45,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11210,Sen,VA,2012,Rasmussen,2012-11-04,847,49,47,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11211,Sen,VA,2012,PPP (D),2012-11-04,1041,52,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11212,Sen,VA,2012,JZ Analytics/Newsmax,2012-11-04,909,50,43,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11213,Sen,VA,2012,YouGov,2012-11-03,321,46,46,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11214,Sen,VA,2012,NBC/WSJ/Marist,2012-11-02,160,49,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11215,Sen,VA,2012,Ipsos/Reuters (Web),2012-11-02,82,47,44,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11216,Sen,VA,2012,We Ask America,2012-11-01,85,50,50,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11217,Sen,VA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,27,48,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11218,Sen,VA,2012,JZ Analytics/Newsmax,2012-10-30,895,46,45,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11219,Sen,VA,2012,Quinnipiac/NYT/CBS,2012-10-28,89,50,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11220,Sen,VA,2012,Gravis Marketing,2012-10-26,744,46,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11221,Sen,VA,2012,Roanoke College,2012-10-26,737,42,47,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11222,Sen,VA,2012,Washington Post,2012-10-26,209,51,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11223,Sen,VA,2012,JZ Analytics/Newsmax,2012-10-25,929,45,45,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11224,Sen,VA,2012,Rasmussen,2012-10-24,847,49,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11225,Sen,VA,2012,Wenzel Strategies (R-Citizens United),2012-10-20,27,46,49,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11226,Sen,VA,2012,Rasmussen,2012-10-18,847,49,48,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11227,Sen,VA,2012,Garin-Hart-Yang (D-DSCC),2012-10-18,897,48,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11228,Sen,VA,2012,ODU/Virginian-Pilot,2012-10-17,570,50,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11229,Sen,VA,2012,PPP (D-LCV),2012-10-16,830,50,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11230,Sen,VA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,27,46,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11231,Sen,VA,2012,Rasmussen,2012-10-11,847,48,47,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11232,Sen,VA,2012,YouGov,2012-10-11,817,42,42,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11233,Sen,VA,2012,McLaughlin (R-Allen),2012-10-09,699,46,49,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11234,Sen,VA,2012,NBC/WSJ/Marist,2012-10-09,1045,47,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11235,Sen,VA,2012,We Ask America,2012-10-09,246,41,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11236,Sen,VA,2012,Quinnipiac/NYT/CBS,2012-10-09,245,51,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11237,Sen,VA,2012,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,27,44,47,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11238,Sen,VA,2012,PPP (D),2012-10-07,822,51,44,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11239,Sen,VA,2012,Rasmussen,2012-10-04,600,52,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11240,Sen,VA,2012,NBC/WSJ/Marist,2012-10-01,1036,49,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11241,Sen,VA,2012,Roanoke College,2012-09-28,688,47,37,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11242,Sen,VA,2012,Suffolk/NBC12,2012-09-26,699,44,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11243,Sen,VA,2012,FOX,2012-09-18,33,47,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11244,Sen,VA,2012,Quinnipiac/NYT/CBS,2012-09-17,326,51,44,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11245,Sen,VA,2012,PPP (D),2012-09-16,47,47,46,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11246,Sen,VA,2012,Washington Post,2012-09-16,938,51,43,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
11247,Sen,VA,2012,YouGov,2012-09-14,45,43,43,2012-11-06,NA,NA,NA,NA,LV,Internet,NA,52.95769401,47.04230599
11248,Sen,VA,2012,Rasmussen,2012-09-13,600,47,45,2012-11-06,NA,NA,NA,NA,LV,Automated Phone,NA,52.95769401,47.04230599
11249,Sen,VA,2012,NBC/WSJ/Marist,2012-09-11,1058,46,46,2012-11-06,NA,NA,NA,NA,LV,Phone,NA,52.95769401,47.04230599
